City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,mount gambier,-37.8333,140.7667,7.85,88,98,7.03,AU,1689808250
284,san antonio de pale,-1.4014,5.6325,23.55,83,100,6.33,GQ,1689808250
285,novoazovs'k,47.1139,38.086,21.2,53,9,2.35,UA,1689808250
286,xining,36.6167,101.7667,11.67,85,97,1.69,CN,1689808250
287,sitka,57.0531,-135.33,14.94,77,100,1.54,US,1689808071
288,farkhar,36.5729,69.8578,23.36,49,7,1.89,AF,1689808251
289,zunyi,27.6867,106.9072,20.61,97,76,0.46,CN,1689808251
290,vorkuta,67.5,64.0,16.93,80,81,1.99,RU,1689808251
291,mujiayingzi,42.1167,118.7833,24.55,55,83,1.56,CN,1689808251
292,tiksi,71.6872,128.8694,11.21,80,95,6.44,RU,1689808251
293,port lincoln,-34.7333,135.8667,12.96,69,78,8.8,AU,1689808251
294,kataysk,56.289,62.5841,15.13,89,41,1.31,RU,1689808252
295,shatsk,54.0258,41.7119,12.48,80,55,4.95,RU,1689808252
296,kaa-khem,51.6833,94.7333,18.46,50,45,1.61,RU,1689808252
297,salalah,17.0151,54.0924,25.05,100,100,4.12,OM,1689808252
298,rameswaram,9.2833,79.3,28.48,75,94,10.33,IN,1689808252
299,meadow lake,34.8014,-106.5436,38.74,17,22,9.09,US,1689808252
300,pula,44.8683,13.8481,21.31,78,20,7.72,HR,1689808253
301,puerto baquerizo moreno,-0.9,-89.6,25.01,81,9,6.32,EC,1689808253
302,hovd,48.0056,91.6419,20.89,38,21,1.33,MN,1689808253
303,cadale,2.7603,46.3222,24.75,85,62,9.44,SO,1689808253
304,hailun,47.45,126.9333,23.93,76,79,3.52,CN,1689808253
305,palu,-0.8917,119.8707,24.91,94,32,1.14,ID,1689808254
306,shalqar,47.8333,59.6,24.83,38,72,3.64,KZ,1689808254
307,gornyy,55.1153,83.9059,14.09,77,38,2.2,RU,1689808255
308,recani,31.2846,-4.2688,32.32,10,0,2.91,MA,1689808255
309,turpan,42.9333,89.1667,34.99,14,28,2.78,CN,1689808255
310,polyarnyy,69.1989,33.4478,11.75,94,100,5.35,RU,1689808255
311,zhigalovo,54.8097,105.1578,14.4,60,14,0.92,RU,1689808256
312,keflavik,64.0049,-22.5624,11.24,93,75,3.6,IS,1689808256
313,presque isle,46.6811,-68.0159,25.66,64,20,2.57,US,1689808256
314,siniscola,40.5719,9.6922,29.75,34,49,2.67,IT,1689808256
315,dul'durga,50.6761,113.5931,16.0,54,7,1.3,RU,1689808256
316,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,94,100,5.0,RU,1689808256
317,palmer,42.1584,-72.3287,27.34,56,20,2.57,US,1689808257
318,aoulef,26.9667,1.0833,37.64,10,0,9.27,DZ,1689808257
319,kenai,60.5544,-151.2583,16.05,88,100,5.14,US,1689808257
320,noumea,-22.2763,166.4572,19.99,77,56,5.47,NC,1689807939
321,castillos,-34.1667,-53.8333,8.71,84,100,3.03,UY,1689808257
322,siwa oasis,29.2041,25.5195,31.36,19,0,4.03,EG,1689808257
323,crescent city,41.756,-124.2018,19.85,82,100,3.6,US,1689808258
324,puerto deseado,-47.7503,-65.8938,5.37,79,88,4.66,AR,1689808258
325,shizunai-furukawacho,42.3339,142.3669,20.23,87,53,0.41,JP,1689808258
326,el granada,37.5027,-122.4694,31.08,75,75,8.75,US,1689808044
327,sibolga,1.7427,98.7792,24.34,91,100,1.08,ID,1689808258
328,duba,27.3513,35.6901,30.79,48,0,2.97,SA,1689808258
329,kangding,30.0513,101.9603,14.8,92,100,1.31,CN,1689808258
330,bouarfa,32.53,-1.95,29.69,12,1,3.8,MA,1689808259
331,ondjiva,-17.0667,15.7333,12.38,31,0,3.4,AO,1689808259
332,prabumulih,-3.45,104.25,22.0,96,96,1.28,ID,1689808259
333,parral,26.9333,-105.6667,33.44,15,0,5.1,MX,1689807970
334,leava,-14.3,-178.1667,27.19,81,92,7.4,WF,1689808259
335,selfoss,63.9331,-20.9971,11.69,68,73,3.77,IS,1689808260
336,lerwick,60.1545,-1.1494,10.0,87,100,8.8,GB,1689808260
337,kuhdasht,33.535,47.6061,24.82,15,0,2.09,IR,1689808260
338,ierapetra,35.01,25.7353,27.66,55,0,3.66,GR,1689808260
339,lubang,13.8584,120.124,28.31,74,93,2.45,PH,1689808260
340,sinabang,2.4803,96.3801,24.92,90,100,3.13,ID,1689808260
341,medina,24.4686,39.6142,35.24,13,0,5.66,SA,1689808261
342,tsiombe,-25.3,45.4833,18.2,91,0,2.38,MG,1689808041
343,pamandzi,-12.7967,45.2794,24.88,83,0,7.2,YT,1689808261
344,tual,-5.6667,132.75,26.37,80,40,8.85,ID,1689808261
345,nizhneudinsk,54.9076,99.0276,13.66,76,100,0.75,RU,1689808261
346,ouahigouya,13.5828,-2.4216,27.81,66,96,7.48,BF,1689808261
347,owando,-0.4819,15.8999,24.57,76,78,2.35,CG,1689808262
348,kratie,12.4881,106.0188,23.85,97,100,1.16,KH,1689808262
349,sharypovo,55.5403,89.2008,13.58,77,0,2.33,RU,1689808263
350,juba,4.8517,31.5825,22.46,74,72,1.26,SS,1689808263
351,shubarkuduk,49.1447,56.4872,23.02,44,86,2.56,KZ,1689808263
352,kiffa,16.6166,-11.4045,34.1,39,13,5.31,MR,1689808263
353,fuerte olimpo,-21.0415,-57.8738,19.42,53,0,1.77,PY,1689808264
354,cedeira,43.6797,-8.0209,17.99,85,34,4.97,ES,1689808264
355,egilsstadir,65.2653,-14.3948,3.95,93,40,2.57,IS,1689808264
356,phan rang-thap cham,11.5667,108.9833,25.77,84,93,1.31,VN,1689808083
357,pangkalanbuun,-2.6833,111.6167,22.98,99,56,0.9,ID,1689808264
358,freetown,8.484,-13.2299,26.84,83,75,3.6,SL,1689808264
359,nouadhibou,20.931,-17.0347,23.99,73,15,6.17,MR,1689808265
360,vidyayevo,69.3191,32.8049,11.11,97,100,6.89,RU,1689808265
361,hirara,24.8,125.2833,28.11,73,30,2.59,JP,1689808265
362,kayangel,8.0823,134.7173,28.44,80,100,9.73,PW,1689808265
363,brookings,44.3114,-96.7984,28.47,57,0,5.66,US,1689808265
364,najran,17.4924,44.1277,30.64,37,100,2.45,SA,1689808265
365,olyokminsk,60.3736,120.4264,12.33,91,99,1.42,RU,1689808265
366,springs,-26.25,28.4,13.01,53,0,3.14,ZA,1689808266
367,weno,7.4515,151.8468,29.97,79,100,3.09,FM,1689808266
368,shunyi,40.125,116.6453,24.97,78,0,1.0,CN,1689808266
369,daru,-9.0763,143.2092,25.99,72,95,5.89,PG,1689808266
370,machico,32.7,-16.7667,22.35,78,40,4.63,PT,1689808266
371,ketchikan,55.3422,-131.6461,16.26,82,100,3.6,US,1689808266
372,kirkkonummi,60.1238,24.4385,14.32,86,85,3.18,FI,1689808266
373,antofagasta,-23.65,-70.4,16.6,84,68,1.42,CL,1689808251
374,hammerfest,70.6634,23.6821,8.25,93,100,3.6,NO,1689808267
375,lautoka,-17.6167,177.4667,26.92,65,40,2.57,FJ,1689808267
376,signal mountain,35.1226,-85.3438,23.76,84,75,0.0,US,1689808267
377,beau vallon,-20.4189,57.6953,23.45,94,75,4.12,MU,1689808267
378,beaconsfield,45.4334,-73.8659,25.97,58,11,2.47,CA,1689808197
379,puerto armuelles,8.2833,-82.8667,30.99,77,18,3.65,PA,1689808267
380,valle de la pascua,9.2155,-66.0073,24.4,90,79,1.47,VE,1689808268
381,pueblo nuevo,23.3833,-105.3833,24.62,58,64,3.11,MX,1689808268
382,enewetak,11.3474,162.3373,28.71,75,98,6.1,MH,1689808268
383,cidade velha,14.9167,-23.6167,26.26,83,20,2.06,CV,1689808268
384,harrisonville,38.6533,-94.3488,28.21,83,75,1.54,US,1689808197
385,xinyuan,37.3,99.0,4.19,90,74,2.2,CN,1689808268
386,colimes,-1.55,-80.0167,28.74,75,59,1.52,EC,1689808269
387,kill devil hills,36.0307,-75.676,27.77,84,75,9.26,US,1689808269
388,pechora,65.1472,57.2244,18.15,82,87,2.18,RU,1689808269
389,guerrero negro,27.9769,-114.0611,24.23,63,77,8.46,MX,1689808269
390,tacuarembo,-31.7333,-55.9833,7.46,81,96,3.57,UY,1689808106
391,huarmey,-10.0681,-78.1522,21.1,77,21,4.33,PE,1689808269
392,rio preto da eva,-2.6994,-59.6997,28.97,49,64,0.77,BR,1689808269
393,palikir - national government center,6.9248,158.1611,30.41,74,75,2.06,FM,1689808270
394,sanming,26.2486,117.6186,26.06,91,100,0.61,CN,1689808270
395,uyo,5.0333,7.9266,23.35,96,100,1.57,NG,1689808270
396,nemuro,43.3236,145.575,15.02,92,49,3.5,JP,1689808270
397,sao vicente,-23.9631,-46.3919,19.1,92,100,5.03,BR,1689808124
398,sibalom,10.79,122.0178,25.4,83,100,1.11,PH,1689808270
399,fort st. john,56.2499,-120.8529,24.58,38,4,1.7,CA,1689808270
400,sabang,5.8933,95.3214,28.23,77,100,11.58,ID,1689808271
401,axim,4.8699,-2.2405,24.89,91,95,4.05,GH,1689808271
402,edson,53.5835,-116.4356,24.06,35,0,3.09,CA,1689808271
403,kruisfontein,-34.0033,24.7314,7.71,74,76,0.62,ZA,1689808271
404,nova sintra,14.8667,-24.7167,22.92,84,93,4.52,CV,1689808271
405,mo i rana,66.3128,14.1428,14.07,79,100,1.54,NO,1689808271
406,ambovombe,-25.1667,46.0833,19.1,75,3,2.86,MG,1689808272
407,kalaleh,37.3807,55.4916,23.32,73,40,1.12,IR,1689808272
408,lompoc,34.6391,-120.4579,32.1,75,75,4.63,US,1689808250
409,maloye ganyushkino,46.6,49.2667,23.42,66,64,3.77,KZ,1689808272
410,chul'man,56.8479,124.9104,8.68,97,100,3.23,RU,1689808272
411,dhidhdhoo,6.8833,73.1,28.06,76,100,7.02,MV,1689808272
412,peace river,56.2501,-117.286,24.1,50,78,3.99,CA,1689808106
413,fort bragg,35.139,-79.006,32.08,85,100,4.12,US,1689808273
414,othello,46.826,-119.1753,35.72,12,0,3.24,US,1689808273
415,santa ana,33.7456,-117.8678,40.53,48,20,4.63,US,1689808273
416,fukuecho,32.6881,128.8419,25.54,86,96,5.45,JP,1689808273
417,guiuan,11.0333,125.7247,26.9,82,92,4.39,PH,1689808273
418,kuanda,56.3161,116.0806,11.2,81,84,1.15,RU,1689808273
419,nabire,-3.3667,135.4833,25.44,86,79,1.1,ID,1689808274
420,oliva,38.9197,-0.1194,28.18,92,41,1.34,ES,1689808274
421,ta`u,-14.2336,-169.5144,26.51,78,95,11.03,AS,1689808274
422,ola,59.5833,151.2833,17.62,71,10,1.95,RU,1689808274
423,metlili chaamba,32.2667,3.6333,34.63,14,99,2.22,DZ,1689808274
424,mangrol,21.1167,70.1167,27.16,87,100,6.01,IN,1689808274
425,kralendijk,12.15,-68.2667,28.99,79,0,9.26,BQ,1689808274
426,leh,34.1667,77.5833,14.81,75,98,1.01,IN,1689808275
427,carira,-10.3608,-37.7011,18.62,92,52,2.95,BR,1689808275
428,bad windsheim,49.5,10.4167,16.97,94,75,0.0,DE,1689808275
429,bardai,11.65,7.2333,24.93,73,100,4.04,NG,1689808275
430,tamanrasset,22.785,5.5228,26.95,11,0,2.57,DZ,1689808275
431,graaff-reinet,-32.2522,24.5308,3.29,83,64,4.21,ZA,1689808275
432,cannonvale,-20.2833,148.7,20.66,57,58,6.96,AU,1689808276
433,liwale,-9.7667,37.9333,18.29,90,67,1.08,TZ,1689808276
434,novyy urengoy,66.0833,76.6333,18.24,91,100,1.79,RU,1689808276
435,coquimbo,-29.9533,-71.3436,14.85,94,0,2.57,CL,1689808264
436,tolanaro,-25.0319,46.9987,18.88,84,0,1.98,MG,1689808276
437,kalamata,37.0389,22.1142,30.06,37,0,1.54,GR,1689808082
438,nampula,-15.1165,39.2666,16.85,97,13,0.4,MZ,1689808276
439,dapa,9.7594,126.0531,26.99,81,99,5.56,PH,1689808276
440,sawakin,19.1059,37.3321,33.5,47,56,2.59,SD,1689808277
441,shizilu,35.1711,118.8289,23.8,82,100,1.36,CN,1689808277
442,makarska,43.2969,17.0178,26.87,61,2,2.19,HR,1689808277
443,manay,7.215,126.5397,26.58,80,42,1.46,PH,1689808277
444,filipstad,59.7124,14.1683,12.03,79,99,2.45,SE,1689808277
445,koudougou,12.25,-2.3667,29.14,59,98,4.95,BF,1689808278
446,priargunsk,50.3691,119.1012,18.57,61,15,1.83,RU,1689808278
447,vilhena,-12.7406,-60.1458,23.12,43,79,1.25,BR,1689808278
448,kendari,-3.945,122.4989,23.47,87,1,0.91,ID,1689808278
449,belozersk,60.0326,37.7957,13.39,95,100,6.82,RU,1689808278
450,northam,51.0333,-4.2167,15.34,86,2,2.69,GB,1689808278
451,opuwo,-18.0607,13.84,13.97,23,0,2.91,NA,1689808279
452,holualoa,19.6228,-155.9522,28.91,76,75,6.17,US,1689808279
453,kerikeri,-35.2268,173.9474,15.51,91,99,3.13,NZ,1689808279
454,kirensk,57.7853,108.1119,16.14,70,99,0.43,RU,1689808279
455,butembo,0.15,29.2833,16.59,62,43,1.17,CD,1689808279
456,vallenar,-28.5708,-70.7581,20.97,21,100,0.78,CL,1689808279
457,as saffaniyah,27.9708,48.73,33.67,34,2,4.55,SA,1689808280
458,toyooka,35.5333,134.8333,24.63,84,25,1.62,JP,1689808280
459,lisakovsk,52.5369,62.4936,15.74,92,1,4.66,KZ,1689808280
460,trincomalee,8.5711,81.2335,27.31,77,100,10.23,LK,1689808280
461,parauna,-16.9478,-50.4486,24.96,35,100,2.06,BR,1689808095
462,lingyuan,41.24,119.4011,26.87,44,82,0.89,CN,1689808280
463,aitape,-3.1374,142.3475,26.98,83,53,2.75,PG,1689808280
464,argo,37.6333,22.7333,27.1,35,0,1.86,GR,1689808281
465,salinopolis,-0.6136,-47.3561,25.69,84,21,4.33,BR,1689808281
466,nagqu,31.5,92.0,1.22,86,14,1.38,CN,1689808281
467,nuku'alofa,-21.1333,-175.2,22.74,66,100,9.44,TO,1689808281
468,sao tome,0.3365,6.7273,24.38,87,62,4.3,ST,1689808281
469,pandan,14.0453,124.1694,26.54,87,100,0.77,PH,1689808281
470,yemanzhelinsk,54.7547,61.3208,14.59,90,42,3.21,RU,1689808281
471,kununurra,-15.7667,128.7333,13.99,88,94,0.0,AU,1689808282
472,yuzhno-kurilsk,44.0306,145.8556,15.93,89,88,2.68,RU,1689808282
473,monrovia,6.3005,-10.7969,25.87,90,100,4.31,LR,1689808227
474,port douglas,-16.4833,145.4667,22.61,74,96,5.53,AU,1689808061
475,oranjemund,-28.55,16.4333,11.32,65,8,8.47,NA,1689808282
476,vegreville,53.5001,-112.0518,23.97,49,9,2.57,CA,1689808282
477,pocito,-31.6833,-68.5833,12.45,42,74,1.89,AR,1689808282
478,sidi salim,31.271,30.7867,23.66,80,0,1.3,EG,1689808283
479,east ballina,-28.8667,153.5833,13.22,66,2,3.29,AU,1689808283
480,dali,25.7,100.1833,16.41,94,100,1.29,CN,1689808283
481,kupang,-10.1667,123.5833,24.36,81,54,3.61,ID,1689808283
482,kharp,66.8014,65.8081,17.43,88,100,0.82,RU,1689808283
483,irece,-11.3042,-41.8558,21.71,51,14,6.53,BR,1689808283
484,la paz,-16.5,-68.15,11.43,54,0,0.45,BO,1689808146
485,sisimiut,66.9395,-53.6735,6.95,98,100,4.59,GL,1689808284
486,revda,56.801,59.9303,13.21,95,60,1.92,RU,1689808284
487,salanso,12.1833,-4.0833,27.27,61,94,2.57,BF,1689808284
488,gobabis,-22.45,18.9667,8.21,55,0,4.9,NA,1689808284
489,magistral'nyy,56.1725,107.4458,15.34,63,74,0.21,RU,1689808284
490,el bauga,18.262,33.9081,33.88,14,8,3.32,SD,1689808284
491,port macquarie,-31.4333,152.9167,12.55,56,0,2.3,AU,1689808285
492,breves,-1.6822,-50.4803,26.49,64,34,1.59,BR,1689808285
493,gamboma,-1.8764,15.8644,28.61,38,90,1.63,CG,1689808285
494,tadine,-21.55,167.8833,22.65,78,86,4.42,NC,1689808285
495,urengoy,65.9667,78.3667,18.22,95,100,2.56,RU,1689808285
496,krasnokamensk,50.0979,118.0369,18.72,53,16,0.54,RU,1689808285
497,krasnovishersk,60.4078,57.082,15.24,99,91,2.39,RU,1689808285
498,lata,40.1629,-8.3327,14.18,99,11,1.0,PT,1689808286
499,nadym,65.5333,72.5167,18.45,87,99,4.52,RU,1689808286
500,ongjin,37.9347,125.3619,24.56,66,0,1.02,KP,1689808286
501,boyolangu,-8.1181,111.8935,20.74,93,23,1.03,ID,1689808286
502,hobyo,5.3505,48.5268,24.56,80,61,11.64,SO,1689808286
503,cruzeiro do sul,-29.5128,-51.9853,12.82,89,78,0.82,BR,1689808286
504,sincelejo,9.3047,-75.3978,27.42,85,10,4.13,CO,1689808287
505,vuktyl,63.8567,57.3094,18.07,79,32,4.39,RU,1689808287
506,amga,60.8953,131.9608,20.26,58,48,2.31,RU,1689808287
507,xilin hot,43.9667,116.0333,20.42,73,19,2.37,CN,1689808287
508,arno,60.1167,18.6333,12.7,85,100,3.05,SE,1689808287
509,pimenta bueno,-11.6725,-61.1936,26.9,39,31,1.69,BR,1689808287
510,ankazoabo,-22.2833,44.5167,19.48,57,39,3.38,MG,1689808287
511,bantay,17.5847,120.3892,28.87,78,62,1.79,PH,1689808288
512,nizhnevartovsk,60.9344,76.5531,19.01,72,0,3.0,RU,1689808288
513,sucre,-19.0333,-65.2627,14.26,51,0,1.99,BO,1689808288
514,sao felipe,-14.8167,-41.3833,21.76,51,3,2.82,BR,1689808288
515,miquelon,47.0975,-56.3814,18.0,100,92,5.83,PM,1689808288
516,ujae,8.9322,165.7642,28.3,79,96,3.49,MH,1689808288
517,shubarshi,48.5872,57.1869,23.2,42,80,4.0,KZ,1689808289
518,merizo village,13.2658,144.6691,29.31,87,97,6.47,GU,1689808289
519,taro,-8.3862,115.28,19.0,77,71,2.25,ID,1689808289
520,la mira,18.035,-102.3266,31.61,68,46,5.36,MX,1689808289
521,cockburn town,21.4612,-71.1419,28.45,83,7,10.3,TC,1689808289
522,isangel,-19.55,169.2667,22.35,83,100,2.28,VU,1689808289
523,carutapera,-1.195,-46.02,24.19,92,20,2.64,BR,1689808289
524,madang,-5.2246,145.7966,26.07,88,54,0.88,PG,1689808290
525,marsh harbour,26.5412,-77.0636,29.76,75,96,5.28,BS,1689808290
526,ware,51.8126,-0.0283,17.9,90,57,1.54,GB,1689808224
527,dunedin,-45.8742,170.5036,7.05,75,100,2.83,NZ,1689808020
528,guiyang,26.5833,106.7167,19.91,97,79,0.92,CN,1689808290
529,primorsk,46.7348,36.3443,21.63,61,4,2.97,UA,1689808290
530,cerro de ortega,18.75,-103.7667,32.23,59,54,3.5,MX,1689808291
531,duong dong,10.2167,103.9667,25.0,88,75,5.66,VN,1689808291
532,kailua-kona,19.6406,-155.9956,30.98,75,75,6.17,US,1689808049
533,iwanai,42.9744,140.5089,23.37,74,65,0.59,JP,1689808291
534,ebon,4.582,168.6964,28.38,79,88,4.37,MH,1689808291
535,benghazi,32.1167,20.0667,27.73,74,0,5.52,LY,1689808291
536,konjic,43.6519,17.9614,23.49,75,12,0.98,BA,1689808291
537,macas,-2.3167,-78.1167,22.86,78,75,2.06,EC,1689808292
538,purranque,-40.9167,-73.1667,12.63,98,100,2.69,CL,1689808445
539,gilgit,35.9221,74.3087,29.53,53,97,1.43,PK,1689808292
540,shiyan,32.6475,110.7781,24.02,89,96,0.71,CN,1689808292
541,boguchany,58.3814,97.4531,16.16,61,2,1.1,RU,1689808292
542,leua,48.2156,18.6071,19.04,71,66,0.38,SK,1689808292
543,cabedelo,-6.9811,-34.8339,25.37,78,6,7.65,BR,1689808009
544,priob'ye,62.5206,65.5964,16.75,93,97,3.46,RU,1689808293
545,visakhapatnam,17.69,83.2093,25.73,87,99,6.15,IN,1689808293
546,riohacha,11.5444,-72.9072,31.04,60,94,8.52,CO,1689808294
547,zeya,53.75,127.2667,18.82,97,100,0.59,RU,1689808294
548,sao joao da barra,-21.6403,-41.0511,21.05,88,100,6.03,BR,1689808092
549,belmonte,-15.8631,-38.8828,22.73,75,31,4.04,BR,1689808294
550,antonio enes,-16.2325,39.9086,22.86,81,32,3.36,MZ,1689808295
551,emmett,43.8735,-116.4993,38.39,22,4,4.05,US,1689808295
552,berezovyy,51.6667,135.7,28.31,43,55,1.08,RU,1689808295
553,chimbote,-9.0853,-78.5783,21.22,78,34,4.61,PE,1689808186
554,cidreira,-30.1811,-50.2056,14.52,68,80,7.37,BR,1689808277
555,alice springs,-23.7,133.8833,8.75,81,100,1.03,AU,1689808295
556,sattahip,12.6664,100.9007,28.05,78,75,2.06,TH,1689808295
557,kolonia,50.9333,6.95,17.2,79,33,1.19,DE,1689808296
558,blagodarnyy,45.0978,43.4364,19.31,88,5,4.16,RU,1689808296
559,madimba,-10.4,40.3333,21.54,90,2,3.77,TZ,1689808296
560,antsohihy,-14.8796,47.9875,21.55,69,25,3.7,MG,1689808296
561,quiberon,47.4841,-3.1196,17.26,80,100,2.24,FR,1689808296
562,nyurba,63.2842,118.3319,16.21,91,90,2.51,RU,1689808296
563,yelizovo,53.1873,158.3805,14.08,94,100,5.0,RU,1689808297
564,kutum,14.2,24.6667,24.56,57,86,5.41,SD,1689808297
565,namibe,-15.1961,12.1522,16.39,87,0,2.03,AO,1689808297
566,haiku-pauwela,20.9219,-156.3051,25.84,88,75,9.77,US,1689808297
567,taunggyi,20.7833,97.0333,18.25,98,100,1.1,MM,1689808093
568,russellville,35.2784,-93.1338,36.66,60,0,2.57,US,1689808287
569,bandarbeyla,9.4942,50.8122,24.3,77,81,12.87,SO,1689808297
